,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
120,RT @Kidlutions: Emotions and Kids https://t.co/5idYx7JV18 #psych #socialwork https://t.co/PqSuTxZ8b8,RT Kidlutions Emotions and Kids httpstcoidYxJV psych socialwork httpstcoPqSuTxZb,"['rt', 'kidlutions', 'emotions', 'and', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['rt', 'kidlutions', 'emotions', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['rt', 'kidlut', 'emot', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['rt', 'kidlutions', 'emotion', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']"
121,RT @elspethslayter: Register for #SWEduActs' next peer support drop-in session on #Antiracist #Pedagogy in #SocialWork classrooms &amp; field s�,RT elspethslayter Register for SWEduActs next peer support dropin session on Antiracist Pedagogy in SocialWork classrooms amp field s�,"['rt', 'elspethslayter', 'register', 'for', 'sweduacts', 'next', 'peer', 'support', 'dropin', 'session', 'on', 'antiracist', 'pedagogy', 'in', 'socialwork', 'classrooms', 'amp', 'field', 's', '']","['rt', 'elspethslayter', 'register', 'sweduacts', 'next', 'peer', 'support', 'dropin', 'session', 'antiracist', 'pedagogy', 'socialwork', 'classrooms', 'amp', 'field', '']","['rt', 'elspethslayt', 'regist', 'sweduact', 'next', 'peer', 'support', 'dropin', 'session', 'antiracist', 'pedagogi', 'socialwork', 'classroom', 'amp', 'field', '']","['rt', 'elspethslayter', 'register', 'sweduacts', 'next', 'peer', 'support', 'dropin', 'session', 'antiracist', 'pedagogy', 'socialwork', 'classroom', 'amp', 'field', '']"
122,RT @BNUInstitute: Happy Tuesday! A great article here for our #SocialWork #Students and #Apprentices and qualified #BNUSocialWorkers all ab�,RT BNUInstitute Happy Tuesday A great article here for our SocialWork Students and Apprentices and qualified BNUSocialWorkers all ab�,"['rt', 'bnuinstitute', 'happy', 'tuesday', 'a', 'great', 'article', 'here', 'for', 'our', 'socialwork', 'students', 'and', 'apprentices', 'and', 'qualified', 'bnusocialworkers', 'all', 'ab', '']","['rt', 'bnuinstitute', 'happy', 'tuesday', 'great', 'article', 'socialwork', 'students', 'apprentices', 'qualified', 'bnusocialworkers', 'ab', '']","['rt', 'bnuinstitut', 'happi', 'tuesday', 'great', 'articl', 'socialwork', 'student', 'apprentic', 'qualifi', 'bnusocialwork', 'ab', '']","['rt', 'bnuinstitute', 'happy', 'tuesday', 'great', 'article', 'socialwork', 'student', 'apprentice', 'qualified', 'bnusocialworkers', 'ab', '']"
123,We are happy to bring back our #TulanianTuesday by introducing one of our newest Clinical Assistant Professors - Ka� https://t.co/XSlNKH2dVP,We are happy to bring back our TulanianTuesday by introducing one of our newest Clinical Assistant Professors  Ka� httpstcoXSlNKHdVP,"['we', 'are', 'happy', 'to', 'bring', 'back', 'our', 'tulaniantuesday', 'by', 'introducing', 'one', 'of', 'our', 'newest', 'clinical', 'assistant', 'professors', 'ka', 'httpstcoxslnkhdvp']","['happy', 'bring', 'back', 'tulaniantuesday', 'introducing', 'one', 'newest', 'clinical', 'assistant', 'professors', 'ka', 'httpstcoxslnkhdvp']","['happi', 'bring', 'back', 'tulaniantuesday', 'introduc', 'one', 'newest', 'clinic', 'assist', 'professor', 'ka', 'httpstcoxslnkhdvp']","['happy', 'bring', 'back', 'tulaniantuesday', 'introducing', 'one', 'newest', 'clinical', 'assistant', 'professor', 'ka', 'httpstcoxslnkhdvp']"
124,Did you know that the WSU Student Advocate is a #socialwork student?  Meet Jadie!  Read more at� https://t.co/h649xF28z2,Did you know that the WSU Student Advocate is a socialwork student  Meet Jadie  Read more at� httpstcohxFz,"['did', 'you', 'know', 'that', 'the', 'wsu', 'student', 'advocate', 'is', 'a', 'socialwork', 'student', 'meet', 'jadie', 'read', 'more', 'at', 'httpstcohxfz']","['know', 'wsu', 'student', 'advocate', 'socialwork', 'student', 'meet', 'jadie', 'read', 'httpstcohxfz']","['know', 'wsu', 'student', 'advoc', 'socialwork', 'student', 'meet', 'jadi', 'read', 'httpstcohxfz']","['know', 'wsu', 'student', 'advocate', 'socialwork', 'student', 'meet', 'jadie', 'read', 'httpstcohxfz']"
125,"Hiring Highlight of the Week!
NOW HIRING Social Workers
Apply at https://t.co/57mlVk5bjC
 #hiring #jobsearch� https://t.co/W1Km2wH4oC","Hiring Highlight of the Week
NOW HIRING Social Workers
Apply at httpstcomlVkbjC
 hiring jobsearch� httpstcoWKmwHoC","['hiring', 'highlight', 'of', 'the', 'week', 'now', 'hiring', 'social', 'workers', 'apply', 'at', 'httpstcomlvkbjc', 'hiring', 'jobsearch', 'httpstcowkmwhoc']","['hiring', 'highlight', 'week', 'hiring', 'social', 'workers', 'apply', 'httpstcomlvkbjc', 'hiring', 'jobsearch', 'httpstcowkmwhoc']","['hire', 'highlight', 'week', 'hire', 'social', 'worker', 'appli', 'httpstcomlvkbjc', 'hire', 'jobsearch', 'httpstcowkmwhoc']","['hiring', 'highlight', 'week', 'hiring', 'social', 'worker', 'apply', 'httpstcomlvkbjc', 'hiring', 'jobsearch', 'httpstcowkmwhoc']"
126,"Gleich findet wieder das halbj�hrliche Netzwerktreffen ""Autismus"" der St�dteregion #aachen statt.
Online tauschen s� https://t.co/4vn2XrcWvG","Gleich findet wieder das halbj�hrliche Netzwerktreffen Autismus der St�dteregion aachen statt
Online tauschen s� httpstcovnXrcWvG","['gleich', 'findet', 'wieder', 'das', 'halbj', 'hrliche', 'netzwerktreffen', 'autismus', 'der', 'st', 'dteregion', 'aachen', 'statt', 'online', 'tauschen', 's', 'httpstcovnxrcwvg']","['gleich', 'findet', 'wieder', 'das', 'halbj', 'hrliche', 'netzwerktreffen', 'autismus', 'der', 'st', 'dteregion', 'aachen', 'statt', 'online', 'tauschen', 'httpstcovnxrcwvg']","['gleich', 'findet', 'wieder', 'da', 'halbj', 'hrlich', 'netzwerktreffen', 'autismu', 'der', 'st', 'dteregion', 'aachen', 'statt', 'onlin', 'tauschen', 'httpstcovnxrcwvg']","['gleich', 'findet', 'wieder', 'da', 'halbj', 'hrliche', 'netzwerktreffen', 'autismus', 'der', 'st', 'dteregion', 'aachen', 'statt', 'online', 'tauschen', 'httpstcovnxrcwvg']"
127,RT @SingleDadSW: My Top 5 Placement Tips for my amazing followers <U+0001F468><U+200D><U+0001F467><U+0001F306> <U+0001F381> #socialwork #students https://t.co/cHol1ZGnlF,RT SingleDadSW My Top  Placement Tips for my amazing followers UFUDUFUF UF socialwork students httpstcocHolZGnlF,"['rt', 'singledadsw', 'my', 'top', 'placement', 'tips', 'for', 'my', 'amazing', 'followers', 'ufudufuf', 'uf', 'socialwork', 'students', 'httpstcocholzgnlf']","['rt', 'singledadsw', 'top', 'placement', 'tips', 'amazing', 'followers', 'ufudufuf', 'uf', 'socialwork', 'students', 'httpstcocholzgnlf']","['rt', 'singledadsw', 'top', 'placement', 'tip', 'amaz', 'follow', 'ufudufuf', 'uf', 'socialwork', 'student', 'httpstcocholzgnlf']","['rt', 'singledadsw', 'top', 'placement', 'tip', 'amazing', 'follower', 'ufudufuf', 'uf', 'socialwork', 'student', 'httpstcocholzgnlf']"
128,"Meet Mohammad!<U+0001F44B>
He joins us with a BSc in Sociology, interested in the impact societal structures have on our� https://t.co/VDNeTmTULU","Meet MohammadUFB
He joins us with a BSc in Sociology interested in the impact societal structures have on our� httpstcoVDNeTmTULU","['meet', 'mohammadufb', 'he', 'joins', 'us', 'with', 'a', 'bsc', 'in', 'sociology', 'interested', 'in', 'the', 'impact', 'societal', 'structures', 'have', 'on', 'our', 'httpstcovdnetmtulu']","['meet', 'mohammadufb', 'joins', 'us', 'bsc', 'sociology', 'interested', 'impact', 'societal', 'structures', 'httpstcovdnetmtulu']","['meet', 'mohammadufb', 'join', 'us', 'bsc', 'sociolog', 'interest', 'impact', 'societ', 'structur', 'httpstcovdnetmtulu']","['meet', 'mohammadufb', 'join', 'u', 'bsc', 'sociology', 'interested', 'impact', 'societal', 'structure', 'httpstcovdnetmtulu']"
129,"RT @krynhj: Trying to support #SocialWork students to understand that Social Work itself can be the problem, when there is an absence of kn�",RT krynhj Trying to support SocialWork students to understand that Social Work itself can be the problem when there is an absence of kn�,"['rt', 'krynhj', 'trying', 'to', 'support', 'socialwork', 'students', 'to', 'understand', 'that', 'social', 'work', 'itself', 'can', 'be', 'the', 'problem', 'when', 'there', 'is', 'an', 'absence', 'of', 'kn', '']","['rt', 'krynhj', 'trying', 'support', 'socialwork', 'students', 'understand', 'social', 'work', 'problem', 'absence', 'kn', '']","['rt', 'krynhj', 'tri', 'support', 'socialwork', 'student', 'understand', 'social', 'work', 'problem', 'absenc', 'kn', '']","['rt', 'krynhj', 'trying', 'support', 'socialwork', 'student', 'understand', 'social', 'work', 'problem', 'absence', 'kn', '']"
130,RT @Kidlutions: Emotions and Kids https://t.co/5idYx7JV18 #psych #socialwork https://t.co/PqSuTxZ8b8,RT Kidlutions Emotions and Kids httpstcoidYxJV psych socialwork httpstcoPqSuTxZb,"['rt', 'kidlutions', 'emotions', 'and', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['rt', 'kidlutions', 'emotions', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['rt', 'kidlut', 'emot', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['rt', 'kidlutions', 'emotion', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']"
131,Emotions and Kids https://t.co/5idYx7JV18 #psych #socialwork https://t.co/PqSuTxZ8b8,Emotions and Kids httpstcoidYxJV psych socialwork httpstcoPqSuTxZb,"['emotions', 'and', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['emotions', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['emot', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']","['emotion', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcopqsutxzb']"
132,"RT @socworkpodcast: Fun facts: 2004 - 1st use of the word ""Podcast."" 2007 - 1st #socialwork #podcast. 2008 - 1st editorial mentioning socia�",RT socworkpodcast Fun facts   st use of the word Podcast   st socialwork podcast   st editorial mentioning socia�,"['rt', 'socworkpodcast', 'fun', 'facts', 'st', 'use', 'of', 'the', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editorial', 'mentioning', 'socia', '']","['rt', 'socworkpodcast', 'fun', 'facts', 'st', 'use', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editorial', 'mentioning', 'socia', '']","['rt', 'socworkpodcast', 'fun', 'fact', 'st', 'use', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editori', 'mention', 'socia', '']","['rt', 'socworkpodcast', 'fun', 'fact', 'st', 'use', 'word', 'podcast', 'st', 'socialwork', 'podcast', 'st', 'editorial', 'mentioning', 'socia', '']"
133,RT @ON_SocialWork: OASW congratulates Tin Vo &amp; Calvin Prowse on receipt of the Hilary M. Weston Scholarship for their outstanding contribut�,RT ONSocialWork OASW congratulates Tin Vo amp Calvin Prowse on receipt of the Hilary M Weston Scholarship for their outstanding contribut�,"['rt', 'onsocialwork', 'oasw', 'congratulates', 'tin', 'vo', 'amp', 'calvin', 'prowse', 'on', 'receipt', 'of', 'the', 'hilary', 'm', 'weston', 'scholarship', 'for', 'their', 'outstanding', 'contribut', '']","['rt', 'onsocialwork', 'oasw', 'congratulates', 'tin', 'vo', 'amp', 'calvin', 'prowse', 'receipt', 'hilary', 'weston', 'scholarship', 'outstanding', 'contribut', '']","['rt', 'onsocialwork', 'oasw', 'congratul', 'tin', 'vo', 'amp', 'calvin', 'prows', 'receipt', 'hilari', 'weston', 'scholarship', 'outstand', 'contribut', '']","['rt', 'onsocialwork', 'oasw', 'congratulates', 'tin', 'vo', 'amp', 'calvin', 'prowse', 'receipt', 'hilary', 'weston', 'scholarship', 'outstanding', 'contribut', '']"
134,RT @SingleDadSW: My Top 5 Placement Tips for my amazing followers <U+0001F468><U+200D><U+0001F467><U+0001F306> <U+0001F381> #socialwork #students https://t.co/cHol1ZGnlF,RT SingleDadSW My Top  Placement Tips for my amazing followers UFUDUFUF UF socialwork students httpstcocHolZGnlF,"['rt', 'singledadsw', 'my', 'top', 'placement', 'tips', 'for', 'my', 'amazing', 'followers', 'ufudufuf', 'uf', 'socialwork', 'students', 'httpstcocholzgnlf']","['rt', 'singledadsw', 'top', 'placement', 'tips', 'amazing', 'followers', 'ufudufuf', 'uf', 'socialwork', 'students', 'httpstcocholzgnlf']","['rt', 'singledadsw', 'top', 'placement', 'tip', 'amaz', 'follow', 'ufudufuf', 'uf', 'socialwork', 'student', 'httpstcocholzgnlf']","['rt', 'singledadsw', 'top', 'placement', 'tip', 'amazing', 'follower', 'ufudufuf', 'uf', 'socialwork', 'student', 'httpstcocholzgnlf']"
135,"Trying to support #SocialWork students to understand that Social Work itself can be the problem, when there is an a� https://t.co/oLahLLuAeK",Trying to support SocialWork students to understand that Social Work itself can be the problem when there is an a� httpstcooLahLLuAeK,"['trying', 'to', 'support', 'socialwork', 'students', 'to', 'understand', 'that', 'social', 'work', 'itself', 'can', 'be', 'the', 'problem', 'when', 'there', 'is', 'an', 'a', 'httpstcoolahlluaek']","['trying', 'support', 'socialwork', 'students', 'understand', 'social', 'work', 'problem', 'httpstcoolahlluaek']","['tri', 'support', 'socialwork', 'student', 'understand', 'social', 'work', 'problem', 'httpstcoolahlluaek']","['trying', 'support', 'socialwork', 'student', 'understand', 'social', 'work', 'problem', 'httpstcoolahlluaek']"
136,"RT @DrWinarick: Hot take on clinical #psychology, #socialwork, #psychiatry, and #counseling training experiences�",RT DrWinarick Hot take on clinical psychology socialwork psychiatry and counseling training experiences�,"['rt', 'drwinarick', 'hot', 'take', 'on', 'clinical', 'psychology', 'socialwork', 'psychiatry', 'and', 'counseling', 'training', 'experiences', '']","['rt', 'drwinarick', 'hot', 'take', 'clinical', 'psychology', 'socialwork', 'psychiatry', 'counseling', 'training', 'experiences', '']","['rt', 'drwinarick', 'hot', 'take', 'clinic', 'psycholog', 'socialwork', 'psychiatri', 'counsel', 'train', 'experi', '']","['rt', 'drwinarick', 'hot', 'take', 'clinical', 'psychology', 'socialwork', 'psychiatry', 'counseling', 'training', 'experience', '']"
137,#socialcare #socialwork @WiltsC_Careers,socialcare socialwork WiltsCCareers,"['socialcare', 'socialwork', 'wiltsccareers']","['socialcare', 'socialwork', 'wiltsccareers']","['socialcar', 'socialwork', 'wiltsccar']","['socialcare', 'socialwork', 'wiltsccareers']"
138,RT @Harr_Ferguson: This intriguing paper led by @drmimfox fits perfectly with the zeitgeist of how #socialwork education and practice and l�,RT HarrFerguson This intriguing paper led by drmimfox fits perfectly with the zeitgeist of how socialwork education and practice and l�,"['rt', 'harrferguson', 'this', 'intriguing', 'paper', 'led', 'by', 'drmimfox', 'fits', 'perfectly', 'with', 'the', 'zeitgeist', 'of', 'how', 'socialwork', 'education', 'and', 'practice', 'and', 'l', '']","['rt', 'harrferguson', 'intriguing', 'paper', 'led', 'drmimfox', 'fits', 'perfectly', 'zeitgeist', 'socialwork', 'education', 'practice', 'l', '']","['rt', 'harrferguson', 'intrigu', 'paper', 'led', 'drmimfox', 'fit', 'perfectli', 'zeitgeist', 'socialwork', 'educ', 'practic', 'l', '']","['rt', 'harrferguson', 'intriguing', 'paper', 'led', 'drmimfox', 'fit', 'perfectly', 'zeitgeist', 'socialwork', 'education', 'practice', 'l', '']"
139,"The time when Gopal charitable trust joined hands with Lokmangalam charitable trust.
- Follow us 
@GopalCharitable� https://t.co/FRfOOvLpI4","The time when Gopal charitable trust joined hands with Lokmangalam charitable trust
 Follow us 
GopalCharitable� httpstcoFRfOOvLpI","['the', 'time', 'when', 'gopal', 'charitable', 'trust', 'joined', 'hands', 'with', 'lokmangalam', 'charitable', 'trust', 'follow', 'us', 'gopalcharitable', 'httpstcofrfoovlpi']","['time', 'gopal', 'charitable', 'trust', 'joined', 'hands', 'lokmangalam', 'charitable', 'trust', 'follow', 'us', 'gopalcharitable', 'httpstcofrfoovlpi']","['time', 'gopal', 'charit', 'trust', 'join', 'hand', 'lokmangalam', 'charit', 'trust', 'follow', 'us', 'gopalcharit', 'httpstcofrfoovlpi']","['time', 'gopal', 'charitable', 'trust', 'joined', 'hand', 'lokmangalam', 'charitable', 'trust', 'follow', 'u', 'gopalcharitable', 'httpstcofrfoovlpi']"
140,"RT @RamosXtremeVe: #SocialWork | Casa del Alfarero Cuyuni and #DiviVenezuela. Yesterday #12Sep  we attended to: 
189 Children 
176 Seniors�","RT RamosXtremeVe SocialWork  Casa del Alfarero Cuyuni and DiviVenezuela Yesterday Sep  we attended to 
 Children 
 Seniors�","['rt', 'ramosxtremeve', 'socialwork', 'casa', 'del', 'alfarero', 'cuyuni', 'and', 'divivenezuela', 'yesterday', 'sep', 'we', 'attended', 'to', 'children', 'seniors', '']","['rt', 'ramosxtremeve', 'socialwork', 'casa', 'del', 'alfarero', 'cuyuni', 'divivenezuela', 'yesterday', 'sep', 'attended', 'children', 'seniors', '']","['rt', 'ramosxtremev', 'socialwork', 'casa', 'del', 'alfarero', 'cuyuni', 'divivenezuela', 'yesterday', 'sep', 'attend', 'children', 'senior', '']","['rt', 'ramosxtremeve', 'socialwork', 'casa', 'del', 'alfarero', 'cuyuni', 'divivenezuela', 'yesterday', 'sep', 'attended', 'child', 'senior', '']"
141,"Are you looking for offers such as therapy places, residential homes, counselling or clinic places? Then use our 24� https://t.co/wojvU2uLTO",Are you looking for offers such as therapy places residential homes counselling or clinic places Then use our � httpstcowojvUuLTO,"['are', 'you', 'looking', 'for', 'offers', 'such', 'as', 'therapy', 'places', 'residential', 'homes', 'counselling', 'or', 'clinic', 'places', 'then', 'use', 'our', 'httpstcowojvuulto']","['looking', 'offers', 'therapy', 'places', 'residential', 'homes', 'counselling', 'clinic', 'places', 'use', 'httpstcowojvuulto']","['look', 'offer', 'therapi', 'place', 'residenti', 'home', 'counsel', 'clinic', 'place', 'use', 'httpstcowojvuulto']","['looking', 'offer', 'therapy', 'place', 'residential', 'home', 'counselling', 'clinic', 'place', 'use', 'httpstcowojvuulto']"
142,"I just published Social Work Supervision https://t.co/bYf6AEa70z 
Here is my contribution to the discussion� https://t.co/STgOsWjFl1","I just published Social Work Supervision httpstcobYfAEaz 
Here is my contribution to the discussion� httpstcoSTgOsWjFl","['i', 'just', 'published', 'social', 'work', 'supervision', 'httpstcobyfaeaz', 'here', 'is', 'my', 'contribution', 'to', 'the', 'discussion', 'httpstcostgoswjfl']","['published', 'social', 'work', 'supervision', 'httpstcobyfaeaz', 'contribution', 'discussion', 'httpstcostgoswjfl']","['publish', 'social', 'work', 'supervis', 'httpstcobyfaeaz', 'contribut', 'discuss', 'httpstcostgoswjfl']","['published', 'social', 'work', 'supervision', 'httpstcobyfaeaz', 'contribution', 'discussion', 'httpstcostgoswjfl']"
143,Have you seen the new @SocialWorkEng #SocialWork education and training standards yet? We're currently working our� https://t.co/tp9YiJGZLQ,Have you seen the new SocialWorkEng SocialWork education and training standards yet Were currently working our� httpstcotpYiJGZLQ,"['have', 'you', 'seen', 'the', 'new', 'socialworkeng', 'socialwork', 'education', 'and', 'training', 'standards', 'yet', 'were', 'currently', 'working', 'our', 'httpstcotpyijgzlq']","['seen', 'new', 'socialworkeng', 'socialwork', 'education', 'training', 'standards', 'yet', 'currently', 'working', 'httpstcotpyijgzlq']","['seen', 'new', 'socialworkeng', 'socialwork', 'educ', 'train', 'standard', 'yet', 'current', 'work', 'httpstcotpyijgzlq']","['seen', 'new', 'socialworkeng', 'socialwork', 'education', 'training', 'standard', 'yet', 'currently', 'working', 'httpstcotpyijgzlq']"
144,"RT @donate_ng: Did you know?
Important things to know..
Like, share, tag <U+0001F496>

#donate #donateng #facts #helpsave #socialgood #causes #ngo #so�","RT donateng Did you know
Important things to know
Like share tag UF

donate donateng facts helpsave socialgood causes ngo so�","['rt', 'donateng', 'did', 'you', 'know', 'important', 'things', 'to', 'know', 'like', 'share', 'tag', 'uf', 'donate', 'donateng', 'facts', 'helpsave', 'socialgood', 'causes', 'ngo', 'so', '']","['rt', 'donateng', 'know', 'important', 'things', 'know', 'like', 'share', 'tag', 'uf', 'donate', 'donateng', 'facts', 'helpsave', 'socialgood', 'causes', 'ngo', '']","['rt', 'donateng', 'know', 'import', 'thing', 'know', 'like', 'share', 'tag', 'uf', 'donat', 'donateng', 'fact', 'helpsav', 'socialgood', 'caus', 'ngo', '']","['rt', 'donateng', 'know', 'important', 'thing', 'know', 'like', 'share', 'tag', 'uf', 'donate', 'donateng', 'fact', 'helpsave', 'socialgood', 'cause', 'ngo', '']"
145,RT @NASW_PA: #NASW is excited to kick off our student series of events w/a free webinar on #socialwork supervision &amp; mentoring 9/20 from 6-�,RT NASWPA NASW is excited to kick off our student series of events wa free webinar on socialwork supervision amp mentoring  from �,"['rt', 'naswpa', 'nasw', 'is', 'excited', 'to', 'kick', 'off', 'our', 'student', 'series', 'of', 'events', 'wa', 'free', 'webinar', 'on', 'socialwork', 'supervision', 'amp', 'mentoring', 'from', '']","['rt', 'naswpa', 'nasw', 'excited', 'kick', 'student', 'series', 'events', 'wa', 'free', 'webinar', 'socialwork', 'supervision', 'amp', 'mentoring', '']","['rt', 'naswpa', 'nasw', 'excit', 'kick', 'student', 'seri', 'event', 'wa', 'free', 'webinar', 'socialwork', 'supervis', 'amp', 'mentor', '']","['rt', 'naswpa', 'nasw', 'excited', 'kick', 'student', 'series', 'event', 'wa', 'free', 'webinar', 'socialwork', 'supervision', 'amp', 'mentoring', '']"
146,This is happening today! #EliminateRacism #Up4TheChallenge #socialwork https://t.co/8kHmsLUe6M,This is happening today EliminateRacism UpTheChallenge socialwork httpstcokHmsLUeM,"['this', 'is', 'happening', 'today', 'eliminateracism', 'upthechallenge', 'socialwork', 'httpstcokhmsluem']","['happening', 'today', 'eliminateracism', 'upthechallenge', 'socialwork', 'httpstcokhmsluem']","['happen', 'today', 'eliminaterac', 'upthechalleng', 'socialwork', 'httpstcokhmsluem']","['happening', 'today', 'eliminateracism', 'upthechallenge', 'socialwork', 'httpstcokhmsluem']"
147,"RT @behindwoods: Andha Manasu Dhan Sir Kadavul <U+2764><U+0001F451>

#SocialWork #Biriyani #Throwback #BehindwoodsMemes https://t.co/mnvXxK0PSz","RT behindwoods Andha Manasu Dhan Sir Kadavul UUF

SocialWork Biriyani Throwback BehindwoodsMemes httpstcomnvXxKPSz","['rt', 'behindwoods', 'andha', 'manasu', 'dhan', 'sir', 'kadavul', 'uuf', 'socialwork', 'biriyani', 'throwback', 'behindwoodsmemes', 'httpstcomnvxxkpsz']","['rt', 'behindwoods', 'andha', 'manasu', 'dhan', 'sir', 'kadavul', 'uuf', 'socialwork', 'biriyani', 'throwback', 'behindwoodsmemes', 'httpstcomnvxxkpsz']","['rt', 'behindwood', 'andha', 'manasu', 'dhan', 'sir', 'kadavul', 'uuf', 'socialwork', 'biriyani', 'throwback', 'behindwoodsmem', 'httpstcomnvxxkpsz']","['rt', 'behindwoods', 'andha', 'manasu', 'dhan', 'sir', 'kadavul', 'uuf', 'socialwork', 'biriyani', 'throwback', 'behindwoodsmemes', 'httpstcomnvxxkpsz']"
148,RT @elspethslayter: Register for #SWEduActs' next peer support drop-in session on #Antiracist #Pedagogy in #SocialWork classrooms &amp; field s�,RT elspethslayter Register for SWEduActs next peer support dropin session on Antiracist Pedagogy in SocialWork classrooms amp field s�,"['rt', 'elspethslayter', 'register', 'for', 'sweduacts', 'next', 'peer', 'support', 'dropin', 'session', 'on', 'antiracist', 'pedagogy', 'in', 'socialwork', 'classrooms', 'amp', 'field', 's', '']","['rt', 'elspethslayter', 'register', 'sweduacts', 'next', 'peer', 'support', 'dropin', 'session', 'antiracist', 'pedagogy', 'socialwork', 'classrooms', 'amp', 'field', '']","['rt', 'elspethslayt', 'regist', 'sweduact', 'next', 'peer', 'support', 'dropin', 'session', 'antiracist', 'pedagogi', 'socialwork', 'classroom', 'amp', 'field', '']","['rt', 'elspethslayter', 'register', 'sweduacts', 'next', 'peer', 'support', 'dropin', 'session', 'antiracist', 'pedagogy', 'socialwork', 'classroom', 'amp', 'field', '']"
149,"Did you know?
Important things to know..
Like, share, tag <U+0001F496>

#donate #donateng #facts #helpsave #socialgood #causes� https://t.co/GCLyHbfQzI","Did you know
Important things to know
Like share tag UF

donate donateng facts helpsave socialgood causes� httpstcoGCLyHbfQzI","['did', 'you', 'know', 'important', 'things', 'to', 'know', 'like', 'share', 'tag', 'uf', 'donate', 'donateng', 'facts', 'helpsave', 'socialgood', 'causes', 'httpstcogclyhbfqzi']","['know', 'important', 'things', 'know', 'like', 'share', 'tag', 'uf', 'donate', 'donateng', 'facts', 'helpsave', 'socialgood', 'causes', 'httpstcogclyhbfqzi']","['know', 'import', 'thing', 'know', 'like', 'share', 'tag', 'uf', 'donat', 'donateng', 'fact', 'helpsav', 'socialgood', 'caus', 'httpstcogclyhbfqzi']","['know', 'important', 'thing', 'know', 'like', 'share', 'tag', 'uf', 'donate', 'donateng', 'fact', 'helpsave', 'socialgood', 'cause', 'httpstcogclyhbfqzi']"
150,"A ""day in the life"" by Advanced Social Work Practitioner, Michael Wood, writing for Social Work Key. Follow link to� https://t.co/bVtg66Z60I",A day in the life by Advanced Social Work Practitioner Michael Wood writing for Social Work Key Follow link to� httpstcobVtgZI,"['a', 'day', 'in', 'the', 'life', 'by', 'advanced', 'social', 'work', 'practitioner', 'michael', 'wood', 'writing', 'for', 'social', 'work', 'key', 'follow', 'link', 'to', 'httpstcobvtgzi']","['day', 'life', 'advanced', 'social', 'work', 'practitioner', 'michael', 'wood', 'writing', 'social', 'work', 'key', 'follow', 'link', 'httpstcobvtgzi']","['day', 'life', 'advanc', 'social', 'work', 'practition', 'michael', 'wood', 'write', 'social', 'work', 'key', 'follow', 'link', 'httpstcobvtgzi']","['day', 'life', 'advanced', 'social', 'work', 'practitioner', 'michael', 'wood', 'writing', 'social', 'work', 'key', 'follow', 'link', 'httpstcobvtgzi']"
151,"RT @suffolkcc: READ: Today's @EADT24 @ipswichstar24 column from @RHopfensperger, Cabinet member for Adult Social Care: Social work can be a�",RT suffolkcc READ Todays EADT ipswichstar column from RHopfensperger Cabinet member for Adult Social Care Social work can be a�,"['rt', 'suffolkcc', 'read', 'todays', 'eadt', 'ipswichstar', 'column', 'from', 'rhopfensperger', 'cabinet', 'member', 'for', 'adult', 'social', 'care', 'social', 'work', 'can', 'be', 'a', '']","['rt', 'suffolkcc', 'read', 'todays', 'eadt', 'ipswichstar', 'column', 'rhopfensperger', 'cabinet', 'member', 'adult', 'social', 'care', 'social', 'work', '']","['rt', 'suffolkcc', 'read', 'today', 'eadt', 'ipswichstar', 'column', 'rhopfensperg', 'cabinet', 'member', 'adult', 'social', 'care', 'social', 'work', '']","['rt', 'suffolkcc', 'read', 'today', 'eadt', 'ipswichstar', 'column', 'rhopfensperger', 'cabinet', 'member', 'adult', 'social', 'care', 'social', 'work', '']"
