age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
33, Private,99309,College,9, Married, Exec-managerial, Husband, White, Male,0,0,50, United-States,poor
27, Private,188576,University,13, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,rich
46, Private,83064,College,12, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,rich
24, Private,403865,College,10, Married, Craft-repair, Husband, White, Male,0,0,56, United-States,poor
40, Private,235786,College,10, Married, Craft-repair, Husband, White, Male,0,0,44, United-States,rich
44, Private,191893,College,9, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,poor
31,Government,149184,University,13, Married, Protective-serv, Husband, White, Male,0,0,97, United-States,rich
37, Private,152909,College,11, Married, Adm-clerical, Husband, White, Male,7688,0,40, United-States,rich
23, Private,435604,College,11, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States,poor
30,Self-employed,109282,University,13, Married, Sales, Husband, White, Male,0,0,52, United-States,rich
31, Private,248178,College,10, Married, Other-service, Husband, Black, Male,0,0,35, United-States,poor
32, Private,209103,College,10, Married, Exec-managerial, Husband, White, Male,3464,0,40, United-States,poor
27, Private,183639,College,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,poor
35,Government,107233,College,9, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,55, United-States,poor
27, Private,175387,University,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1876,40, United-States,poor
33,Self-employed,38223,College,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,70, United-States,poor
34, Private,228873,University,16, Married, Prof-specialty, Husband, White, Male,0,0,45, United-States,rich
29, Private,202182,College,10, Married, Craft-repair, Husband, White, Male,0,0,50, United-States,poor
26,Government,425092,University,14, Never-married, Prof-specialty, Not-in-family, White, Female,2174,0,40, United-States,poor
39,Self-employed,152587,College,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,poor
37,Self-employed,39089,College,10, Married, Exec-managerial, Husband, White, Male,3103,0,50, United-States,rich
51, Private,204304,College,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,rich
40, Private,116103,College,10, Divorced, Craft-repair, Unmarried, White, Male,4934,0,47, United-States,rich
53, Private,290640,School,4, Married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam,poor
58,Government,81973,College,10, Married, Tech-support, Husband, Asian-Pac-Islander, Male,0,1485,40, United-States,rich
29, Private,134890,University,13, Married, Tech-support, Husband, White, Male,0,0,40, United-States,rich
33, Private,452924,College,9, Married, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico,poor
57, Private,245193,University,14, Married, Exec-managerial, Husband, White, Male,0,0,60, United-States,rich
69,Government,34339,College,9, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,poor
20, Private,184756,College,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States,poor
56, Private,392160,College,9, Widowed, Sales, Unmarried, White, Female,0,0,25, Mexico,poor
49, Private,168337,School,3, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
34, Private,309513,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
70, Private,77219,College,9, Married, Craft-repair, Husband, White, Male,0,0,37, United-States,poor
44, Private,212888,University,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States,poor
37, Private,361888,University,13, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States,rich
58,Government,237879,University,13, Married, Prof-specialty, Husband, White, Male,0,0,58, United-States,poor
42,Self-employed,93099,College,10, Married, Prof-specialty, Own-child, White, Female,0,0,25, United-States,poor
41, Private,225193,College,9, Married, Sales, Husband, White, Male,0,0,40, United-States,poor
28, Private,50814,College,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
47,Government,123681,University,14, Married, Prof-specialty, Husband, White, Male,7688,0,60, United-States,rich
24, Private,249351,College,9, Married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,poor
58,Self-employed,222311,College,9, Married, Other-service, Husband, White, Male,7688,0,55, United-States,rich
18, Private,301762,College,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,poor
50, Private,195298,College,10, Married, Exec-managerial, Husband, White, Male,0,0,50, United-States,rich
69, Private,541737,College,10, Widowed, Adm-clerical, Not-in-family, White, Female,2050,0,24, United-States,poor
84, Private,241065,University,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,66, United-States,poor
47, Private,129513,University,13, Married, Exec-managerial, Husband, White, Male,0,0,60, United-States,rich
19, Private,374262,School,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,poor
24, Private,382146,College,10, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,poor
53, Private,30447,College,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,poor
58, Private,49893,College,10, Married, Sales, Husband, White, Male,0,0,45, United-States,poor
22, Private,197387,College,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,24, Mexico,poor
36,Self-employed,111957,College,10, Married, Exec-managerial, Husband, White, Male,0,0,52, United-States,poor
34, Private,340458,School,8, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
43, Private,185670,School,2, Widowed, Prof-specialty, Unmarried, White, Female,0,0,21, Mexico,poor
37, Private,210945,College,9, Married, Handlers-cleaners, Husband, White, Male,0,0,24, United-States,poor
43, Private,350661,School,15, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, Columbia,rich
42, Private,190543,College,10, Married, Tech-support, Wife, White, Female,0,0,40, United-States,rich
21, Private,70261,College,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,poor
49,Self-employed,179048,College,9, Married, Sales, Husband, White, Male,0,0,60, Greece,poor
35, Private,242094,College,9, Married, Other-service, Other-relative, Black, Male,0,0,40, United-States,poor
49,Self-employed,117634,College,10, Widowed, Craft-repair, Unmarried, White, Female,0,0,30, United-States,poor
28, Private,82531,College,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States,poor
51, Private,193374,School,2, Married, Craft-repair, Husband, White, Male,0,0,40, Mexico,poor
19, Private,323605,School,4, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States,rich
56, Private,371064,School,5, Married, Other-service, Husband, White, Male,0,0,40, United-States,poor
20, Private,39927,College,9, Never-married, Other-service, Not-in-family, White, Male,0,0,8, United-States,poor
22, Private,64292,College,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States,poor
33, Private,198660,College,9, Married, Machine-op-inspct, Husband, White, Male,99999,0,56, United-States,rich
22, Private,210165,College,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,poor
68, Private,144137,College,10, Divorced, Priv-house-serv, Other-relative, White, Female,0,0,30, United-States,poor
56,Government,155657,University,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,poor
69,Self-employed,107548,School,5, Married, Adm-clerical, Husband, White, Male,0,0,40, United-States,poor
41, Private,163258,University,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,poor
33, Private,221324,College,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,poor
18, Private,444822,School,7, Never-married, Sales, Own-child, White, Female,0,0,8, Mexico,poor
17, Private,154398,School,7, Never-married, Other-service, Own-child, Black, Male,0,0,16, Haiti,poor
31, Private,120672,School,7, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,1721,40, United-States,poor
50, Private,159650,College,10, Married, Tech-support, Husband, White, Male,0,0,60, United-States,rich
62, Private,290754,School,6, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,poor
41, Private,49654,College,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, United-States,poor
20,Government,147352,College,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,poor
23, Private,227943,College,12, Never-married, Sales, Own-child, White, Male,0,0,30, United-States,poor
18, Private,423024,College,9, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States,poor
42, Private,445940,School,5, Married, Craft-repair, Husband, White, Male,0,0,40, Mexico,poor
23, Private,230824,University,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,poor
43, Private,48882,College,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,poor
47, Private,168195,College,9, Married, Sales, Husband, White, Male,0,0,55, United-States,poor
53,Government,188644,School,3, Married, Other-service, Husband, White, Male,0,0,40, Mexico,poor
28, Private,136077,School,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,poor
28,Government,119793,College,10, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,poor
44, Private,336513,College,10, Married, Prof-specialty, Husband, White, Male,0,0,45, United-States,poor
58, Private,186991,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
26, Private,211435,College,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,poor
36,Self-employed,280169,College,10, Married, Farming-fishing, Husband, White, Male,3456,0,8, United-States,poor
27, Private,109997,College,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,poor
39, Private,286789,University,16, Married, Exec-managerial, Husband, White, Male,0,0,45, United-States,rich
25, Private,102460,University,13, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,poor
17, Private,287160,School,7, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,poor
39, Private,198097,University,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,poor
52, Private,119111,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
24, Private,174461,University,13, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,poor
26,Self-employed,281678,College,11, Married, Farming-fishing, Husband, White, Male,0,0,55, United-States,poor
32, Private,151053,College,9, Married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,rich
49,Government,186539,University,14, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,rich
40, Private,198452,School,7, Married, Farming-fishing, Husband, White, Male,0,0,40, United-States,poor
52, Private,198863,School,15, Divorced, Exec-managerial, Not-in-family, White, Male,0,2559,60, United-States,rich
33, Private,176711,College,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
19, Private,165310,College,9, Married, Machine-op-inspct, Other-relative, White, Male,0,0,20, United-States,poor
37, Private,213008,College,11, Married, Prof-specialty, Husband, White, Male,0,0,40, Japan,poor
21,Government,38251,College,10, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States,poor
33, Private,125761,College,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States,poor
28, Private,148645,College,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,poor
48, Private,273435,College,9, Married, Craft-repair, Husband, White, Male,0,1579,40, United-States,poor
43, Private,208613,University,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,poor
32, Private,192565,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
28, Private,183885,College,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,poor
47,Self-employed,243631,University,13, Married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South,poor
37, Private,191754,University,13, Married, Adm-clerical, Husband, White, Male,0,0,50, United-States,rich
26, Private,261278,College,10, Divorced, Sales, Other-relative, Black, Male,0,0,30, United-States,poor
55, Private,127014,College,9, Married, Other-service, Husband, White, Male,0,0,60, United-States,poor
40, Private,197919,College,12, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,poor
31, Private,217460,University,13, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
39, Private,86551,College,9, Married, Other-service, Husband, White, Male,0,0,40, United-States,rich
54,Self-employed,98051,College,10, Married, Sales, Husband, White, Male,0,0,54, United-States,rich
38, Private,215917,College,10, Married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,poor
53,Self-employed,192982,College,9, Married, Farming-fishing, Husband, White, Male,0,0,85, United-States,poor
27,Self-employed,334132,College,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,78, United-States,poor
42, Private,136986,University,13, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
62, Private,116812,College,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
47, Private,189123,School,7, Married, Adm-clerical, Husband, White, Male,0,1485,58, United-States,poor
26, Private,89648,University,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,poor
59, Private,99248,College,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,poor
42, Private,57600,College,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,poor
25, Private,199224,University,13, Married, Prof-specialty, Husband, White, Male,0,0,45, United-States,rich
58, Private,140363,College,9, Divorced, Sales, Not-in-family, White, Male,0,0,36, United-States,poor
30, Private,308812,College,10, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States,poor
21, Private,275421,College,10, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States,poor
61, Private,213321,College,9, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,poor
33, Private,157747,College,12, Married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,poor
51, Private,182314,University,14, Married, Tech-support, Husband, White, Male,0,0,40, United-States,rich
70, Private,220589,College,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,12, United-States,poor
29,Self-employed,189346,College,10, Divorced, Craft-repair, Not-in-family, White, Male,2202,0,50, United-States,poor
46, Private,124071,University,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States,poor
35,Government,20469,College,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,poor
31, Private,154227,College,9, Married, Craft-repair, Husband, White, Male,0,0,43, United-States,rich
37, Private,105044,College,10, Married, Exec-managerial, Husband, White, Male,0,0,42, United-States,rich
43, Private,35910,College,10, Married, Sales, Husband, White, Male,0,0,43, United-States,rich
23, Private,189203,College,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,poor
41, Private,116493,College,9, Divorced, Craft-repair, Not-in-family, White, Male,13550,0,44, United-States,rich
42,Government,19700,University,13, Married, Prof-specialty, Wife, White, Female,0,0,50, United-States,rich
26, Private,48718,School,6, Never-married, Adm-clerical, Not-in-family, White, Female,2907,0,40, United-States,poor
45, Private,106113,College,10, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
25, Private,256263,College,12, Married, Sales, Husband, White, Male,0,0,40, United-States,poor
38, Private,120074,University,13, Married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,rich
28, Private,122922,College,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,poor
68,Self-employed,116903,College,11, Married, Prof-specialty, Husband, White, Male,0,2149,40, United-States,poor
42,Government,222596,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
35, Private,107302,University,14, Married, Sales, Husband, White, Male,0,0,40, India,poor
36, Private,156400,College,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
33, Private,53373,College,9, Married, Craft-repair, Husband, White, Male,0,0,35, United-States,poor
22, Private,58916,College,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,poor
45,Government,167159,University,13, Married, Protective-serv, Husband, White, Male,0,0,50, United-States,rich
24, Private,283806,College,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,poor
36,Government,61778,College,9, Married, Prof-specialty, Husband, White, Male,15024,0,40, United-States,rich
41, Private,33310,College,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
26,Self-employed,202560,College,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States,poor
25,Self-employed,60828,College,10, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States,poor
53,Government,153486,College,10, Married, Farming-fishing, Husband, White, Male,0,0,50, United-States,poor
28,Government,167536,College,12, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,poor
30,Government,370990,University,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,poor
38,Self-employed,198867,School,7, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
37,Government,174924,College,10, Divorced, Protective-serv, Unmarried, White, Male,0,0,48, Germany,poor
30, Private,175856,University,14, Married, Prof-specialty, Husband, White, Male,0,0,38, United-States,poor
31, Private,220690,College,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, United-States,poor
36, Private,160035,College,9, Married, Craft-repair, Husband, White, Male,3908,0,55, United-States,poor
59,Self-employed,116878,College,9, Married, Exec-managerial, Husband, White, Male,0,0,60, Greece,poor
33,Self-employed,134737,College,9, Married, Craft-repair, Husband, White, Male,0,0,35, United-States,poor
29, Private,81648,College,9, Married, Sales, Husband, White, Male,0,1887,55, United-States,rich
49,Government,122177,College,10, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,rich
50,Government,69614,School,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,56, United-States,poor
33, Private,112115,University,13, Married, Exec-managerial, Husband, White, Male,0,1902,45, United-States,rich
28, Private,299422,School,4, Married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,poor
24, Private,112854,College,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,16, United-States,poor
32,Self-employed,33417,College,10, Married, Craft-repair, Husband, White, Male,0,0,50, United-States,poor
47,Government,224559,College,9, Married, Transport-moving, Husband, Black, Male,0,0,40, United-States,rich
24, Private,357028,College,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,poor
37,Government,51158,College,10, Married, Tech-support, Wife, White, Female,7298,0,36, United-States,rich
51, Private,186303,University,13, Married, Sales, Husband, White, Male,0,0,40, United-States,rich
52, Private,127749,College,9, Married, Transport-moving, Husband, White, Male,0,0,50, United-States,poor
22, Private,291386,College,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
28, Private,138054,College,12, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States,poor
47,Self-employed,174533,College,10, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
43, Private,200835,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
25, Private,108658,College,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,poor
43, Private,180985,College,10, Married, Transport-moving, Husband, White, Male,0,0,60, United-States,rich
25, Private,34803,University,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States,poor
59, Private,75867,University,14, Married, Prof-specialty, Husband, White, Male,0,0,60, United-States,poor
29, Private,156819,College,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States,poor
30, Private,61272,School,5, Married, Machine-op-inspct, Wife, White, Female,0,0,40, Portugal,poor
24, Private,39827,College,10, Married, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico,poor
38, Private,130007,University,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,poor
37,Self-employed,80324,College,9, Married, Exec-managerial, Husband, White, Male,0,0,60, United-States,rich
26, Private,322614,School,1, Married, Machine-op-inspct, Not-in-family, White, Male,0,1719,40, Mexico,poor
30, Private,140869,College,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,poor
73,Government,181902,University,14, Married, Prof-specialty, Husband, White, Male,0,0,10, Poland,rich
30, Private,287908,College,9, Married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,poor
33, Private,309630,College,9, Married, Other-service, Husband, White, Male,0,0,40, United-States,poor
46, Private,28225,College,10, Married, Transport-moving, Husband, White, Male,0,0,58, United-States,poor
18, Private,39222,School,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,poor
22, Private,122272,College,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,poor
50,Self-employed,198400,College,9, Married, Sales, Husband, Black, Male,0,0,60, United-States,poor
39,Self-employed,283338,University,13, Married, Exec-managerial, Husband, White, Male,7298,0,40, United-States,rich
22, Private,208946,College,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,poor
33, Private,348416,College,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,poor
31, Private,379046,College,9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,poor
29, Private,183887,University,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,poor
38,Self-employed,127961,College,10, Married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,rich
24, Private,211129,University,13, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,poor
29,Government,187649,College,9, Divorced, Protective-serv, Other-relative, White, Female,0,0,40, United-States,poor
49,Government,94754,University,14, Married, Adm-clerical, Husband, White, Male,0,0,40, United-States,rich
33, Private,231826,School,4, Married, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,poor
28, Private,142764,College,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States,poor
22, Private,126822,University,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, United-States,poor
37, Private,188069,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
30, Private,284395,College,9, Married, Craft-repair, Husband, White, Male,0,0,50, United-States,poor
49, Private,31267,School,4, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
29, Private,161444,College,9, Married, Exec-managerial, Husband, White, Male,0,0,40, Columbia,poor
25, Private,144483,College,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,poor
36, Private,133655,College,9, Married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
36,Government,112074,University,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,poor
21, Private,249727,College,9, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States,poor
18, Private,165754,College,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,poor
30,Government,172822,College,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,poor
44, Private,288433,College,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,poor
40, Private,33331,College,10, Married, Transport-moving, Husband, White, Male,0,0,50, United-States,poor
43, Private,168071,College,9, Married, Exec-managerial, Husband, White, Male,0,0,44, United-States,poor
45, Private,207277,University,13, Married, Exec-managerial, Husband, White, Male,0,0,50, United-States,rich
29, Private,130620,College,10, Married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,26, India,poor
40, Private,136244,College,10, Married, Adm-clerical, Wife, White, Female,0,0,40, United-States,poor
43, Private,972354,College,10, Married, Other-service, Husband, White, Male,0,0,48, United-States,poor
20, Private,245297,College,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States,poor
32,Government,71151,University,13, Married, Tech-support, Husband, White, Male,0,0,20, United-States,poor
19, Private,118352,College,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,poor
21, Private,117210,College,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,poor
23, Private,120068,College,11, Married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,poor
24, Private,48343,School,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,poor
52, Private,84451,College,11, Divorced, Other-service, Not-in-family, White, Male,0,0,32, United-States,poor
19, Private,281704,College,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,poor
54, Private,123011,College,10, Married, Sales, Husband, White, Male,0,0,45, United-States,rich
50, Private,104729,College,9, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,48, United-States,poor
29, Private,110134,College,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,poor
17, Private,186067,School,6, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States,poor
47, Private,214702,College,9, Divorced, Other-service, Unmarried, White, Female,0,0,37, Puerto-Rico,poor
46, Private,384795,University,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,32, United-States,poor
30, Private,175931,College,10, Married, Handlers-cleaners, Husband, White, Male,0,0,44, United-States,poor
58, Private,366324,College,10, Married, Other-service, Wife, White, Female,0,0,30, United-States,poor
48, Private,118717,University,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,poor
23, Private,219835,College,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Mexico,poor
23, Private,176486,College,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States,poor
45, Private,273435,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
20, Private,182661,College,10, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States,poor
26, Private,212304,School,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States,poor
50,Government,133963,University,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,rich
49, Private,165152,College,9, Married, Sales, Husband, White, Male,0,0,48, United-States,rich
26, Private,274724,College,10, Never-married, Other-service, Other-relative, White, Male,0,0,40, Nicaragua,poor
47, Private,196707,School,15, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
31, Private,213002,School,8, Never-married, Sales, Not-in-family, White, Male,4650,0,50, United-States,poor
35, Private,148581,College,9, Married, Craft-repair, Husband, White, Male,0,1740,40, United-States,poor
46, Private,459189,College,10, Married, Craft-repair, Husband, White, Male,0,1902,50, United-States,rich
28,Self-employed,214689,School,7, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,poor
58, Private,289364,College,10, Married, Exec-managerial, Husband, White, Male,7688,0,45, United-States,rich
21, Private,174907,College,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,poor
50,Self-employed,348099,School,6, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States,poor
31, Private,31600,University,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,poor
31,Self-employed,286282,University,13, Married, Adm-clerical, Wife, White, Female,0,0,20, United-States,poor
35,Self-employed,181705,College,9, Married, Craft-repair, Husband, White, Male,3103,0,40, United-States,rich
33, Private,238912,University,16, Married, Prof-specialty, Husband, White, Male,0,0,60, United-States,rich
34, Private,134737,University,14, Married, Prof-specialty, Husband, White, Male,7688,0,55, United-States,rich
37, Private,197429,College,9, Married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,rich
48, Private,47343,University,14, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
34,Government,67083,University,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,1471,0,40, Cambodia,poor
24, Private,249957,College,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,poor
55, Private,175942,College,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, France,poor
50, Private,192982,College,9, Married, Tech-support, Husband, White, Male,0,1848,40, United-States,rich
40, Private,209547,University,13, Married, Sales, Husband, White, Male,0,1977,60, United-States,rich
33, Private,142675,University,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States,poor
51,Government,190333,College,10, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
30, Private,196396,College,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,poor
41, Private,166740,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
47,Government,174533,College,11, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
37, Private,118486,University,13, Divorced, Prof-specialty, Unmarried, White, Female,4934,0,32, United-States,rich
40, Private,144067,College,11, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
